"Zona","Año","Mes","Media","Min","Max","n","Dia","Date"
"Z3",2019,8,18.32,14.5,24.6,5,28,2019-08-28
"Z3",2019,9,18.2,14.7,23.4,5,28,2019-09-28
"Z3",2019,10,17.3,14.5,21.7,5,28,2019-10-28
"Z3",2019,11,17.64,14.9,21.6,5,28,2019-11-28
"Z3",2019,12,17.92,15.1,22.4,5,28,2019-12-28
"Z3",2020,1,17.92,14.9,23,5,28,2020-01-28
"Z3",2020,2,17.56,15.5,20.2,5,28,2020-02-28
"Z3",2020,3,18.55,15.1,21.9,5,28,2020-03-28
"Z3",2020,4,17.56,15.5,20.2,5,28,2020-04-28
"Z3",2020,5,18.3,15.9,20.3,5,28,2020-05-28
"Z3",2020,6,17.3,15,19.6,5,28,2020-06-28
